CD,STN,ITEMNO,REGISTRATIONDATE,PASSDATE,RELEASEDATE,TIME,CPC,CONSIGNEEPIN,CONSIGNEENAME,AGENTPIN,AGENTNAME,CONSIGNORNAME,IDFNUMBER,CON,COO,CFS,HSCODE,PRODUCTDESCRIPTION,BRAND,SIZE_AH,GRADE,ITEMGROSSWEIGHT,ITEMNETWEIGHT,QUANTITY,UNIT_WEIGHT,CUSTOMSVALUE,FOBVALUE,FOBINVOICEAMOUNT,DECLARED_PRICE,FOBCURRENCYCODE,UNIT,IMPORTDUTY,EXCISEDUTY,VAT,EXPORTDUTY,TAXCOMPUTED,TAXREMITTED,DUTYRATE,VATRATE,EXCISERATE,CURRENCY,EXCHANGERATE,MESSAGE,F147_NO,F147_DESCRIPTION,F147_AMOUNT, EXTRA_UNIT_PRICE ,ADJ_PRICE
2020MSA7673688,MSA,1,02-Nov-20,04-Nov-20,09-Nov-20,7,C400,P051111321X    ,KRISH COMMODITIES LIMITED,P051176602S    ,INLAND AFRICA LOGISTICS LIMITED,M/S KHAWAJA RICE PROCESSORS,E2004314395,PK ,PK ,IIL ,10063000.00,PAKISTAN LONG GRAIN 5 PCT BROKEN  GRADE 1 IN 4X20FT CNERS  HSE/HSE ... MSKU2083062,UNKNOWN,NA,1,106430.00,106000.00,106000.00,1.00,9262529.20,80560.00,8774498.53,82.78,USD,kg,3241885.00,0.00,0.00,0.00,3241885.00,0.00,35.00,0.00,0.00,USD,108.92,NA,NA,NA,NA,,
2020MSA7673690,MSA,1,02-Nov-20,05-Nov-20,09-Nov-20,7,C400,P051111321X    ,KRISH COMMODITIES LIMITED,P051176602S    ,INLAND AFRICA LOGISTICS LIMITED,M/S KHAWAJA RICE PROCESSORS,E2004314395,PK ,PK ,IIL ,10063000.00,PAKISTAN LONG GRAIN RICE MAX 3-5 PCT BROKEN GRADE 1 IN 50KG PP BAGS IN 4X20FT CNERS HSE/HSE MSKU2833932,UNKNOWN,NA,1,106430.00,106000.00,106000.00,1.00,9262530.20,80560.00,8774498.53,82.78,USD,kg,3241886.00,0.00,0.00,0.00,3241886.00,0.00,35.00,0.00,0.00,USD,108.92,NA,NA,NA,NA,,
2020MSA7542633,MSA,1,03-Jun-20,05-Jun-20,08-Jun-20,5,C400,P051111321X    ,KRISH COMMODITIES LIMITED,P051176602S    ,INLAND AFRICA LOGISTICS LIMITED,M/S KHAWAJA RICE PROCESSORS,E2004314395,PK ,PK ,IIL ,10063000.00,PAKISTAN LONG GRAIN RICE MAX 5 PCT BROKEN GRADE 1 IN 50KG PP BAGS IN 10X20FT CNERS HSE/HSE,UNKNOWN,NA,1,266060.00,265000.00,265000.00,1.00,22757008.00,201400.00,21558560.90,81.35,USD,kg,7964953.00,0.00,0.00,0.00,7964953.00,0.00,35.00,0.00,0.00,USD,107.04,NA,NA,NA,NA,,
2020MSA7578817,MSA,1,13-Jul-20,14-Jul-20,22-Jul-20,9,C400,P051111321X    ,KRISH COMMODITIES LIMITED,P051176602S    ,INLAND AFRICA LOGISTICS LIMITED,M/S KHAWAJA RICE PROCESSORS,E2004314887,PK ,PK ,IIL ,10063000.00,PAKISTAN LONG GRAIN 3-5 PCT BROKEN GRADE 1 IN 50KG PP BAGS IN 2X20FT HSE/HSE,KHAWAJA,NA,1,53210.00,53000.00,53000.00,1.00,3697146.00,32450.00,3472150.00,65.51,USD,kg,1294001.00,0.00,0.00,0.00,1294001.00,0.00,35.00,0.00,0.00,USD,107.00,"HVO IIL,
VERIFIED 1X 20FT, STD 1X20, OUT OF 2 CTNER NOS.
TGHU0174798
MARKS AND NOS CORRECT, SEALS FD INTACT
FTC: PAKISTAN LONG GRAIN MILLED WHITE RICE
PURE VARIETY MILLED RICE
 GRADE 1, 5% BROKEN , NET WT-50KGS/BAG
BRAND:  KHAWAJA
MFG-04/2020
EXD: 04/2022",NA,NA,NA,,
2020MSA7585182,MSA,1,20-Jul-20,20-Jul-20,29-Jul-20,9,C400,P051111321X    ,KRISH COMMODITIES LIMITED,P051176602S    ,INLAND AFRICA LOGISTICS LIMITED,M/S KHAWAJA RICE PROCESSORS,E2004314887,PK ,PK ,IIL ,10063000.00,PAKISTAN LONG GRAIN RICE MAX  3-5 PCT BROKEN GRADE 1 IN 50KG PP BAGS IN 6X20FT CNERS HSE/HSE,KHAWAJA,NA,1,159630.00,159000.00,159000.00,1.00,11147370.30,96990.00,10432069.82,65.61,USD,kg,3901580.00,0.00,0.00,0.00,3901580.00,0.00,35.00,0.00,0.00,USD,107.56,"HVO IIL,
VERIFIED 3X 20FT, STD 3X20, OUT OF 6X20 CTNER NOS.
SUDU7428387 MSKU3736095 MSKU7767860
MARKS AND NOS CORRECT, SEALS FD INTACT
FTC: PAKISTAN LONG GRAIN MILLED WHITE RICE
PURE VARIETY MILLED RICE
 GRADE 1, 5% BROKEN , NET WT-50KGS/BAG
BRAND:  KHAWA",NA,NA,NA,,
2020MSA7573590,MSA,1,07-Jul-20,10-Jul-20,11-Jul-20,4,C400,P051628777C    ,QAMAR AND MAHID ENTERPRISES LIMITED,P051176602S    ,INLAND AFRICA LOGISTICS LIMITED,RICECO INDUSTRIES ,E2004314891,PK ,PK ,BFT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE 1 IN 25KG BAGS IN 6X20FT CNERS HSE/HSE,RICECO,NA,1,156558.00,156000.00,156000.00,1.00,6429021.46,56160.00,5995972.94,38.44,USD,kg,3181526.00,0.00,0.00,0.00,3181526.00,0.00,35.00,0.00,0.00,USD,106.77,"HVO BFT,
PARTIALLY VERIFIED 1 OF 6*20 FT CNER TRHU3544250
MARKS AND NOS CORRECT,SEALS FD INTACT
CONTAINERS SCANNED IMAGES MARKED NOT SUSPECT
FTC
PAKISTANI LONG GRAIN PARBOILED RICE
GRADE 1
BRAND: RICECO SPECIAL
PACKAGE: 25 KGS NET
DOP: 04/2020
EXP: 04/202",NA,NA,NA,,
2020MSA7564558,MSA,1,27-Jun-20,30-Jun-20,02-Jul-20,5,C400,P051628777C    ,QAMAR AND MAHID ENTERPRISES LIMITED,P051176602S    ,INLAND AFRICA LOGISTICS LIMITED,RICECO INDUSTRIES,E2004314891,PK ,PK ,BFT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE 1 IN 25KG PP BAGS IN 2X20FT CNERS HSE/HSE,UNKNOWN,NA,1,52186.00,52000.00,52000.00,1.00,2135419.94,18720.00,1991587.10,38.30,USD,kg,1060509.00,0.00,0.00,0.00,1060509.00,0.00,35.00,0.00,0.00,USD,106.39,NA,2020MSA1577953,Import Duty                ,45927.00,0.88,39.18
2020MSA7529062,MSA,1,15-May-20,18-May-20,19-May-20,4,C400,P051628777C    ,QAMAR AND MAHID ENTERPRISES LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,RICECO INDUSTRIES,E2004314891,PK ,PK ,BFT ,10063000.00,PAKISTAN LONG GRAIN RICE:RADE 1,UNKNOWN,NA,UNKNOWN,78279.00,78000.00,78000.00,1.00,3183482.22,28080.00,2979535.10,38.20,USD,kg,1590763.00,0.00,0.00,0.00,1590763.00,0.00,35.00,0.00,0.00,USD,106.11,NA,NA,NA,NA,,
2020MSA7549620,MSA,1,11-Jun-20,13-Jun-20,16-Jun-20,5,C400,P051628777C    ,QAMAR AND MAHID ENTERPRISES LIMITED,P051176602S    ,INLAND AFRICA LOGISTICS LIMITED,RICECO INDUSTRIES ,E2004314891,PK ,PK ,BFT ,10063000.00,PAKISTAN LONG GRAIN IN 25 KG PP BAGS GRADE 1 IN 6X20FT  CNERS HSE/HSE,UNKNOWN,NA,1,156558.00,156000.00,156000.00,1.00,6377591.22,56160.00,5963484.38,38.23,USD,kg,3181526.00,0.00,0.00,0.00,3181526.00,0.00,35.00,0.00,0.00,USD,106.19,NA,NA,NA,NA,,
2020MSA7528960,MSA,1,15-May-20,15-May-20,15-May-20,0,C400,P051628777C    ,QAMAR AND MAHID ENTERPRISES LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,RICECO INDUSTRIES,E2004314891,PK ,PK ,BFT ,10063000.00,PAKISTAN LONG GRAIN RICE:GRADE1,UNKNOWN,NA,1,130465.00,130000.00,130000.00,1.00,5302266.73,46800.00,4965891.84,38.20,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,106.11,NA,NA,NA,NA,,
2020MSA7541992,MSA,1,03-Jun-20,08-Jun-20,09-Jun-20,6,C400,P051628777C    ,QAMAR AND MAHID ENTERPRISES LIMITED,P051501541P    ,TRANSMAIL INTERNATIONAL LIMITED,RICECO INDUSTRIES,E2004314891,PK ,PK ,BFT ,10063000.00,"PAKISTAN LONG GRAIN RICE GRADE 1,BRAND:RICECO SPECIAL",RICECO,NA,1,26093.00,26000.00,26000.00,1.00,1062946.92,9360.00,1001927.16,38.54,USD,kg,530254.00,0.00,0.00,0.00,530254.00,0.00,35.00,0.00,0.00,USD,107.04,NA,NA,NA,NA,,
2020MSA7522665,MSA,1,07-May-20,12-May-20,12-May-20,5,C400,P051648143M    ,APIRAN INTERNATIONAL LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,MARVEL AGRO COMMODITIES,E2004314898,PK ,PK ,AUT ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE GRADE-3 MAARUFU BRAND,MAARUFU,NA,3,417312.00,416000.00,416000.00,1.00,15840602.06,137280.00,14742663.94,35.44,USD,kg,8484070.00,0.00,0.00,0.00,8484070.00,0.00,35.00,0.00,0.00,USD,107.39,NA,NA,NA,NA,,
2020MSA7534148,MSA,1,21-May-20,22-May-20,26-May-20,5,C400,P051648143M    ,APIRAN INTERNATIONAL LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,MARVEL AGRO COMMODITIES,E2004314898,PK ,PK ,BFT ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE GRADE-3 MAARUFU BRAND,MAARUFU,NA,3,417312.00,416000.00,416000.00,1.00,15737939.28,137280.00,14647048.42,35.21,USD,kg,8484070.00,0.00,0.00,0.00,8484070.00,0.00,35.00,0.00,0.00,USD,106.69,NA,NA,NA,NA,,
2020MSA7533838,MSA,1,21-May-20,21-May-20,22-May-20,1,C400,P051648143M    ,APIRAN INTERNATIONAL LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,MARVEL AGRO COMMODITIES,E2004314898,PK ,PK ,BFT ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE:GRADE 3,UNKNOWN,NA,3,417312.00,416000.00,416000.00,1.00,15983977.95,141440.00,15090898.37,36.28,USD,kg,8484070.00,0.00,0.00,0.00,8484070.00,0.00,35.00,0.00,0.00,USD,106.69,NA,NA,NA,NA,,
2020MSA7527416,MSA,1,13-May-20,14-May-20,15-May-20,2,C400,P051648143M    ,APIRAN INTERNATIONAL LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,MARVEL AGRO COMMODITIES,E2004314898,PK ,PK ,AUT ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE:GRADE 3,UNKNOWN,NA,3,417312.00,416000.00,416000.00,1.00,16072754.67,141440.00,15008028.67,36.08,USD,kg,8484070.00,0.00,0.00,0.00,8484070.00,0.00,35.00,0.00,0.00,USD,106.11,NA,NA,NA,NA,,
2020MSA7541903,MSA,1,03-Jun-20,09-Jun-20,09-Jun-20,6,C400,P051648143M    ,APIRAN INTERNATIONAL LIMITED,P051501541P    ,TRANSMAIL INTERNATIONAL LIMITED,MARVEL AGRO COMMODITIES,E2004314898,PK ,PK ,BFT ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE GRADE3 BRAND:MAARUFU,MAARUFU,NA,3,417312.00,416000.00,416000.00,1.00,16036261.64,141440.00,15140232.64,36.39,USD,kg,8484070.00,0.00,0.00,0.00,8484070.00,0.00,35.00,0.00,0.00,USD,107.04,NA,NA,NA,NA,,
2020MSA7518654,MSA,1,02-May-20,04-May-20,11-May-20,9,C400,P051703505W    ,BWANYANGE LIMITED,P051176602S    ,INLAND AFRICA LOGISTICS LIMITED,SF COMMODITIES A/C ASCENT GROUP ,E2004314909,PK ,PK ,BFT ,10063000.00,PAKISTAN WHITE RICE GRADE 1 IN 50KG PP BAGS IN 21X20FT CNERS HSE/HSE,UNKNOWN,NA,1,568361.00,567000.00,567000.00,1.00,26232404.69,218295.00,23432680.31,41.33,USD,kg,11563625.00,0.00,0.00,0.00,11563625.00,0.00,35.00,0.00,0.00,USD,107.34,NA,NA,NA,NA,,
2020ICD214280,ICD,1,25-Jun-20,25-Jun-20,28-Jun-20,3,C400,P051768059Z    ,NAPHILLA WHOLEDEALERS LIMITED,P051555224D    ,CHAP CHAP CLEARING AND FORWARDING LIMITE,KASSAM TRADING COMPANY,E2004314957,PK ,PK ,ICD ,10063000.00,2X20 STC PAKISTAN PK-386 PARBOILED RICE DOUBLE POLISHED SILKY SORTEXED 25KGS IN COTTON CLOTH BAG INNER P E OUTER PP BAG  -BRAND   IMAM RICE ,PARBOILED RICE,NA,UNKNOWN,54302.00,52750.00,52750.00,1.00,2555865.31,24024.00,2555870.12,48.45,USD,kg,1075805.00,0.00,0.00,0.00,1075805.00,0.00,35.00,0.00,0.00,USD,106.39,NA,NA,NA,NA,,
2020MSA7633947,MSA,1,10-Sep-20,14-Sep-20,21-Sep-20,11,C400,P051114790Z    ,CAPWELL INDUSTRIES LTD,P000620077Q    ,GENERAL CARGO SERVICES LTD,CHAMAN LAL SETIA EXPORTS LTD,E2004314993,IN ,IN ,CNT ,10063000.00,"INDIAN LONG GRAIN PARBOILED BASMATI RICE  GRADE-1, RANEE BRAND",RANEE,NA,1,150600.00,150000.00,150000.00,1.00,14032803.49,124200.00,13466062.08,89.77,USD,kg,4911481.00,0.00,0.00,0.00,4911481.00,0.00,35.00,0.00,0.00,USD,108.42,"SIGHTED 1*20
MEDU5716602",2020ICD48825,Alteration Fee                ,5545.00,,
2020ICD216061,ICD,1,02-Jul-20,08-Jul-20,11-Jul-20,9,C400,P051114790Z    ,CAPWELL INDUSTRIES LTD,P000620077Q    ,GENERAL CARGO SERVICES LTD,CHAMAN LAL SETIA EXPORTS LTD,E2004314994,IN ,IN ,ICD ,10063000.00,LONG GRAIN INDIAN PUSA BASMATI RICE BRAND RANEE GRADE 3,RANEE,NA,3,150600.00,150000.00,150000.00,1.00,12764851.50,114450.00,12201514.50,81.34,USD,kg,4467698.00,0.00,0.00,0.00,4467698.00,0.00,35.00,0.00,0.00,USD,106.61,"HVO
IMPORTER IS LISTED UNDER LTO LIST IN MEMO REF C&BC /HQ/1 DATED 27.3.2020
BASED ON SGR ARRIVAL REPORT 6X20FT CONTAINER NOS.
MEDU3007640,CAIU3047929,MSCU6981440,BMOU2024636,MSDU1178933,MEDU5555616 
STC LONG GRAIN INDIAN PUSA BASMATI RICE BRAND
RANEE GRA",NA,NA,NA,,
2020MSA7527771,MSA,1,14-May-20,15-May-20,16-May-20,2,C400,P000633979I    ,NAUSHAD TRADING COMPANY LTD,P051099824J    ,GOLDEN FREIGHT SERVICES,PRIME RICE EXPORT COMPANY,E2004315003,PK ,PK ,MTC ,10063000.00,PAKISTAN RICE IRRI-6 SILKY SORTEX GRADE II :BRAND ANARZ,ANARZ,NA,2,130338.00,130000.00,130000.00,1.00,6207376.50,54600.00,5793540.48,44.57,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,106.11,NA,NA,NA,NA,,
2020MSA7515613,MSA,1,28-Apr-20,29-Apr-20,29-Apr-20,1,C400,P051794645Q    ,HAGAREY LOGISTICS LIMITED,P051428436I    ,TIDAL LOGISTICS LIMITED,AD FINE ,E2004315023,PK ,PK ,MIT ,10063000.00,5X20FT CNTRS S T C PAKISTAN LONG GRAIN RICE PK-386 PARBOILED RICE PACKED IN 25KG BAGS  BRAND-KAAMIL/SAFIYA  GRADE I (MRKU9388267),PARBOILED RICE,NA,1,131196.00,130000.00,130000.00,1.00,5389205.52,46800.00,5023703.88,38.64,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,107.34,NA,NA,NA,NA,,
2020ICD204903,ICD,16,18-May-20,18-May-20,19-May-20,1,C400,P051767235P    ,UNITY SHIPPING AND FREIGHT COMPANY LIMIT,P051335340W    ,JOPUKA LOGISTIC LIMITED,HENG TAI CHANG LIMITED,E2004315057,CN ,CN ,ICD ,85071000.00,30CTNS OF MOTORCYCLE 12V7N BATTERY,UNKNOWN,,MOTORCYCLE,1230.00,1200.00,200.00,6.00,73408.08,600.00,64016.82,320.08,USD,u ,18352.00,0.00,40523.00,0.00,98413.00,0.00,25.00,14.00,0.00,USD,106.69,NA,NA,NA,NA,,
2020MSA7569478,MSA,1,03-Jul-20,06-Jul-20,08-Jul-20,5,C400,P051111321X    ,KRISH COMMODITIES LIMITED,P051098038F    ,TURNER FREIGHTERS LIMITED,MATCO FOODS LIMITED,E2004315076,PK ,PK ,IIL ,10063000.00,PAKISTAN LONG GRAIN RICE MAX 3-5 PERCENT BROKEN,MATCO,NA,1,100220.00,100000.00,100000.00,1.00,6950398.00,61400.00,6545854.00,65.46,USD,kg,2432639.00,0.00,0.00,0.00,2432639.00,0.00,35.00,0.00,0.00,USD,106.61,"HVO IIL,
VERIFIED 2X 20FT, STD 2X20, OUT OF 4 CTNER NOS.
TCLU3025166       TGCU2149374
MARKS AND NOS CORRECT, SEALS FD INTACT
FTC: PAKISTAN LONG GRAIN MILLED WHITE RICE
PURE VARIETY MILLED RICE
 GRADE 1, 5% BROKEN ,NET WT-50KGS/BAG
BRAND:  MATCO
MFG-05/20",NA,NA,NA,,
2020MSA7623461,MSA,1,29-Aug-20,04-Sep-20,07-Sep-20,9,C400,P051111321X    ,KRISH COMMODITIES LIMITED,P051098038F    ,TURNER FREIGHTERS LIMITED,MATCO FOODS LIMITED,E2004315076,PK ,PK ,IIL ,10063000.00,PAKISTAN LONG GRAIN RICE MAX 3-5 PERCENT BROKEN ,MATCO,NA,1,102286.00,102000.00,102000.00,1.00,7189188.70,63300.00,6843287.04,67.09,USD,kg,2516216.00,0.00,0.00,0.00,2516216.00,0.00,35.00,0.00,0.00,USD,108.11,"HVO IIL,
VERIFIED 2X 20FT, STD 2X20, OUT OF 4X20 
CTNER NOS. TLLU2399473  MSKU5888184
MARKS AND NOS CORRECT, SEALS FD INTACT
FTC: PAKISTAN LONG GRAIN MILLED WHITE RICE
PURE VARIETY MILLED RICE
 GRADE 1, 5% BROKEN , NET WT-50KGS/BAG
BRAND:  MATCO
MFG-06/20",NA,NA,NA,,
2020MSA7527818,MSA,1,14-May-20,15-May-20,15-May-20,1,C400,P051534443C    ,HIGHRISE COMMODITIES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AL ASAD RICE MILLS,E2004315078,PK ,PK ,MIT ,10063000.00,PAKISTAN LONG GRAIN MILLED RICE GRADE-1 FATMA AND ZABIB BRAND,FATMA,NA,1,205105.00,203000.00,203000.00,1.00,9791950.74,87290.00,9262237.15,45.63,USD,kg,4140063.00,0.00,0.00,0.00,4140063.00,0.00,35.00,0.00,0.00,USD,106.11,NA,NA,NA,NA,,
2020MSA7520611,MSA,1,05-May-20,12-May-20,13-May-20,8,C400,P051232326Z    ,AARAN AGENCIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,K.K RICE MILLS PVT LTD,E2004315079,PK ,PK ,MIT ,10063000.00,19 X 20  PAKISTAN LONG GRAIN RICE GRADE-3 ,UNKNOWN,NA,3,495394.00,494000.00,494000.00,1.00,19118819.73,167960.00,18037425.95,36.51,USD,kg,10074834.00,0.00,0.00,0.00,10074834.00,0.00,35.00,0.00,0.00,USD,107.39,NA,NA,NA,NA,,
2020MSA7530084,MSA,1,16-May-20,21-May-20,22-May-20,6,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,E2004315091,PK ,PK ,MTC ,10063000.00,PAKISTAN LONG GRAIN MILLED WHITE RICE IRRI-6 25PCT BROKEN GRADE III FZAMI BRAND CROP 2019 PACKING DATE 04/2020 EXPIRY DATE 04/2022 PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,FZAMI,NA,3,250660.00,250000.00,250000.00,1.00,9762028.00,85000.00,9019248.00,36.08,USD,kg,5098600.00,0.00,0.00,0.00,5098600.00,0.00,35.00,0.00,0.00,USD,106.11,NA,NA,NA,NA,,
2020MSA7546747,MSA,1,09-Jun-20,10-Jun-20,12-Jun-20,3,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL ,E2004315091,PK ,PK ,MTC ,10063000.00,PAKISTAN LONG GRAIN MILLED WHITE RICE IRRI-6 25PERCENT BROKEN GRADE III FZAMI BRAND CROP 2019 PACKING DATE 04/2020 EXPIRY DATE 04/2022 PACKED IN 25KGS AND 50KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS AND 120GRAMS,FZAMI,NA,3,250640.00,250000.00,250000.00,1.00,9769204.00,85000.00,9025929.00,36.10,USD,kg,5098600.00,0.00,0.00,0.00,5098600.00,0.00,35.00,0.00,0.00,USD,106.19,NA,NA,NA,NA,,
2020MSA7541342,MSA,1,02-Jun-20,06-Jun-20,12-Jun-20,10,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,E2004315091,PK ,PK ,MTC ,10063000.00,PAKISTAN LONG GRAIN MILLED WHITE RICE IRRI-6 25PERCENT BROKEN GRADE III FZAMI BRAND CROP 2019 PACKING 04/2020 EXPIRY DATE 04/2022 PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,FZAMI,NA,3,501600.00,500000.00,500000.00,1.00,19696096.00,170000.00,18197395.00,36.39,USD,kg,10197200.00,0.00,0.00,0.00,10197200.00,0.00,35.00,0.00,0.00,USD,107.04,NA,NA,NA,NA,,
2020MSA7572569,MSA,1,07-Jul-20,09-Jul-20,10-Jul-20,3,C400,P000633979I    ,NAUSHAD TRADING COMPANY LTD,P051099824J    ,GOLDEN FREIGHT SERVICES,AL KAUTHAR  ENTERPRISES,E2004315130,PK ,PK ,MTC ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE GRADE III : FIVE STAR BRAND,FIVE STAR,NA,3,260572.00,260000.00,260000.00,1.00,11825402.16,102960.00,10992617.06,42.28,USD,kg,5302544.00,0.00,0.00,0.00,5302544.00,0.00,35.00,0.00,0.00,USD,106.77,"HVO/VO
NTC ALERT
Confirm if specific duty rate is higher, collect extra I/D",2020MSA1580447,Import Duty                ,249288.00,,
2020ICD208550,ICD,7,04-Jun-20,05-Jun-20,11-Jun-20,7,C400,P051863141E    ,KAROBAR KENYA LIMITED,P051205076C    ,EXPEDITERS CARGO LOGISTICS LIMITED,HECA INTERNATIONAL TRADE CO LTD,E2004315246,CN ,CN ,ICD ,85071000.00,MOTORCYCLE PART-BATTERY MODEL 12N7BL BS 490PCS,UNKNOWN,,MOTORCYCLE,1100.00,1100.00,490.00,2.24,115062.97,980.00,104902.63,214.09,USD,u ,28766.00,0.00,96979.00,0.00,235521.00,0.00,25.00,14.00,0.00,USD,107.04,NA,NA,NA,NA,,
2020ICD215166,ICD,22,29-Jun-20,06-Jul-20,06-Jul-20,7,C400,A008378124X    ,KAMLESH JITENDRA DATTANIC/ORAJ KAMAL INT,P051331926R    ,POLO AUTO FREIGHT FORWARDERS LIMITED,DWARKADHISH EXPORTERS,E2004315312,IN ,IN ,ICD ,10064000.00,"RICE, RADHE",RADHE,NA,UNKNOWN,2004.00,2004.00,2004.00,1.00,94333.01,800.00,85288.00,42.56,USD,kg,40870.00,0.00,0.00,0.00,40870.00,0.00,35.00,0.00,0.00,USD,106.61,NA,NA,NA,NA,,
2020ICD215166,ICD,24,29-Jun-20,06-Jul-20,06-Jul-20,7,C400,A008378124X    ,KAMLESH JITENDRA DATTANIC/ORAJ KAMAL INT,P051331926R    ,POLO AUTO FREIGHT FORWARDERS LIMITED,DWARKADHISH EXPORTERS,E2004315312,IN ,IN ,ICD ,10063000.00,"PUFF RICE, RADHE",RADHE,NA,UNKNOWN,1020.00,1020.00,1020.00,1.00,58957.89,500.00,53305.00,52.26,USD,kg,20802.00,0.00,0.00,0.00,20802.00,0.00,35.00,0.00,0.00,USD,106.61,NA,NA,NA,NA,,
2020ICD215243,ICD,23,29-Jun-20,30-Jun-20,02-Jul-20,3,C400,A008378124X    ,KAMLESH JITENDRA DATTANIC/ORAJ KAMAL INT,P051331926R    ,POLO AUTO FREIGHT FORWARDERS LIMITED,DWARKADHIS EXPORTERS,E2004315315,IN ,IN ,ICD ,10064000.00,RICE,UNKNOWN,NA,UNKNOWN,4008.00,4008.00,4008.00,1.00,191444.80,1600.00,170576.00,42.56,USD,kg,81741.00,0.00,0.00,0.00,81741.00,0.00,35.00,0.00,0.00,USD,106.61,NA,NA,NA,NA,,
2020ICD215243,ICD,26,29-Jun-20,30-Jun-20,02-Jul-20,3,C400,A008378124X    ,KAMLESH JITENDRA DATTANIC/ORAJ KAMAL INT,P051331926R    ,POLO AUTO FREIGHT FORWARDERS LIMITED,DWARKADHIS EXPORTERS,E2004315315,IN ,IN ,ICD ,10063000.00,PUFF RICE,UNKNOWN,NA,UNKNOWN,1530.00,1530.00,1530.00,1.00,89739.71,750.00,79957.50,52.26,USD,kg,31409.00,0.00,0.00,0.00,31409.00,0.00,35.00,0.00,0.00,USD,106.61,NA,NA,NA,NA,,
2020MSA7582463,MSA,1,16-Jul-20,17-Jul-20,20-Jul-20,4,C400,P051603286K    ,ASIA AGRO COMMODITIES,P051501541P    ,TRANSMAIL INTERNATIONAL LIMITED,A.K.INTERNATIONAL,E2004315562,PK ,PK ,AUT ,10063000.00,"PAKISTAN LONG GRAIN WHITE RICE GRADE 2,BRAND:JOLI",JOLI,NA,2,391170.00,390000.00,390000.00,1.00,15445450.00,136500.00,14605500.00,37.45,USD,kg,7953816.00,0.00,0.00,0.00,7953816.00,0.00,35.00,0.00,0.00,USD,107.00,"HVO/VO

COLLECT EXTRA IMPORT DUTY

NTC",2020MSA1585588,Import Duty                ,392184.00,,
2020MSA7570482,MSA,1,03-Jul-20,06-Jul-20,07-Jul-20,4,C400,P051603286K    ,ASIA AGRO COMMODITIES,P051501541P    ,TRANSMAIL INTERNATIONAL LIMITED,"A,K,INTERNATIONAL",E2004315562,PK ,PK ,AUT ,10063000.00,"PAKISTAN LONG GRAIN WHITE RICE GRADE 2,BRAND:JOLI",JOLI,NA,2,234702.00,234000.00,234000.00,1.00,9235624.30,81900.00,8731359.00,37.31,USD,kg,4772290.00,0.00,0.00,0.00,4772290.00,0.00,35.00,0.00,0.00,USD,106.61,"HVO AUT,
VERIFIED 1*20FT/9*20FT CNER NO FCIU4678758SEAL NO FX12634864
MARKS AND NUMBERS CORRECT SEALS FOUND INTACT
FTC
BAGS OF RICE
BRAND:JOLI LONG GRAIN WHITE RICE
SIZE:25KG BAGS
PACKAGING DATE:05/2020
EXPIRY:05/2022
CROP 2019-20
BATCH NO:02/2020
GRADE 2",NA,NA,NA,,
