CD,STN,ITEMNO,REGISTRATIONDATE,PASSDATE,RELEASEDATE,TIME,CPC,CONSIGNEEPIN,CONSIGNEENAME,AGENTPIN,AGENTNAME,CONSIGNORNAME,IDFNUMBER,CON,COO,CFS,z,PRODUCTDESCRIPTION,BRAND,SIZE_AH,GRADE,ITEMGROSSWEIGHT,ITEMNETWEIGHT,QUANTITY,UNIT_WEIGHT,CUSTOMSVALUE,FOBVALUE,FOBINVOICEAMOUNT,DECLARED_PRICE,AVG_PRICE,FOBCURRENCYCODE,UNIT,IMPORTDUTY,EXCISEDUTY,VAT,EXPORTDUTY,TAXCOMPUTED,TAXREMITTED,DUTYRATE,VATRATE,EXCISERATE,CURRENCY,EXCHANGERATE
2020ICD187050,ICD,1,24-Feb-20,25-Feb-20,28-Feb-20,4,C400,P000591772W    ,BAYER EAST AFRICA LIMITED,P000613672W    ,KUEHNE+NAGEL LIMITED,M/S BAYER BIOSCIENCE PVT LTD,,DE ,IN ,ICD ,10061000,ARIZE 6444 GOLD CS UNIT IMP (HYBRID RICE SEED),UNKNOWN,NA,UNKNOWN,18183,18003,18003,1,4892569,44248,4486101,249,,USD,KG,1712399,0,0,0,1712399,0,35,0,0,USD,101
2020MSA7431498,MSA,1,10-Jan-20,10-Jan-20,11-Jan-20,1,C400,P051707901G    ,AISHA TRADERS LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,AD FINE,,PK ,PK ,POR ,10063000,3X20 PAKISTAN LONG GRAIN RICE GRADE-1,UNKNOWN,NA,1,78900,78000,78000,1,3155062,29640,2995383,38,,USD,kg,1590763,0,0,0,1590763,0,35,0,0,USD,101
2020MSA7445055,MSA,1,27-Jan-20,30-Jan-20,30-Jan-20,3,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,AWD ,10063000,PAKISTAN LONG GRAIN MILLED WHITE RICE IRRI-6 5PERCENT BROKEN GRADE I CROP 2018 PACKING DATE 12/2019 EXPIRY DATE 12/2021 PACKED IN 25KGS NET IN NEW LAMINATED BAGS EACH BAG TWT 90GRAMS,UNKNOWN,NA,1,250900,250000,250000,1,9792635,90000,9085977,36,,USD,kg,5098600,0,0,0,5098600,0,35,0,0,USD,101
2020MSA7489902,MSA,1,21-Mar-20,30-Mar-20,31-Mar-20,10,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,AWD ,10063000,PAKISTAN LONG GRAIN WHITE MILLED BIRYANI RICE SILKY SORTEXED 5PERCENT BROKEN GRADE I FZAMI BRAND CROP 2019 PACKING DATE 01/2020 EXPIRY 01/2022 PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,FZAMI,NA,1,501600,500000,500000,1,19890044,180000,18454770,37,,USD,kg,10197200,0,0,0,10197200,0,35,0,0,USD,103
2020MSA7499827,MSA,1,04-Apr-20,07-Apr-20,08-Apr-20,4,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,MTC ,10063000,PAKISTAN LONG GRAIN MILLED WHITE RICE IRRI-6 25PERCENT BROKEN GRADE III CROP 2019 PACKING DATE 02/2020 EXPIRY DATE 02/2022 PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,UNKNOWN,NA,3,501600,500000,500000,1,19359560,170000,17886499,36,,USD,kg,10197200,0,0,0,10197200,0,35,0,0,USD,105
2020MSA7507555,MSA,6,17-Apr-20,12-May-20,14-May-20,27,C400,P051130423D    ,SHAKAB IMPORTS EXPORTS COMPANY LIMITED,P051319585T    ,HURRICANE EXPRESS KENYA LIMITED,SHAN FOODS (PVT) LTD,,PK ,PK ,FOC ,10063000,1 X 40 FT CNTR STC 100 CTNS OF KERNEL RICE 5 KG SHAN,UNKNOWN,NA,UNKNOWN,2082,2082,2082,1,117276,950,100798,48,,USD,kg,42461,0,0,0,42461,0,35,0,0,USD,106
2020MSA7510564,MSA,1,21-Apr-20,29-Apr-20,29-Apr-20,8,C400,P051774077S    ,JCD KENYA LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,JATLEE COMMODITIES PVT LTD,,PK ,PK ,AUT ,10063000,10 X 20 PAKISTAN LONG GRAIN RICE GRADE-1 ,UNKNOWN,NA,1,260780,260000,260000,1,11066142,97500,10364533,40,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,106
2020MSA7427605,MSA,1,06-Jan-20,08-Jan-20,09-Jan-20,3,C400,P051728393A    ,ROUTE COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,MESKAY AND FEMTEE PVT LTD,,PK ,PK ,MTC ,10063000,15 X 20 PAKISTAN LONG GRAIN WHITE RICE GRADE 3 ,UNKNOWN,NA,3,391092,390000,390000,1,14592920,136500,13794526,35,,USD,kg,7953816,0,0,0,7953816,0,35,0,0,USD,101
2020MSA7428525,MSA,1,07-Jan-20,10-Jan-20,10-Jan-20,3,C400,P051574416A    ,GOLDEN AFRICA TRADING LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,"J,S COMMODITIES",,PK ,PK ,POR ,10063000,2 X 20 PAKISTAN LONG GRAIN WHITE RICE GRADE 1,UNKNOWN,NA,1,52208,52000,52000,1,2001979,18720,1891821,36,,USD,kg,1060509,0,0,0,1060509,0,35,0,0,USD,101
2020MSA7430463,MSA,1,09-Jan-20,14-Jan-20,14-Jan-20,5,C400,P051666383W    ,DPM AGRITRADE LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,KANGORE TRADERS,,PK ,PK ,MIT ,10063000,15 X 20 PAKISTAN LONG GRAIN RICE  GRADE- 1 ,UNKNOWN,NA,1,391248,390000,390000,1,14592920,136500,13794526,35,,USD,kg,7953816,0,0,0,7953816,0,35,0,0,USD,101
2020MSA7489909,MSA,1,21-Mar-20,29-Mar-20,01-Apr-20,11,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,MTC ,10063000,PAKISTAN LONG GRAIN MILLED WHITE RICE IRRI-6 25PERCENT BROKEN GRADE III CROP 2019 PACKING DATE 01/2020 EXPIRY DATE 01/2022 PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,UNKNOWN,NA,3,501600,500000,500000,1,18864784,170000,17429505,35,,USD,kg,10197200,0,0,0,10197200,0,35,0,0,USD,103
2020MSA7546706,MSA,1,09-Jun-20,12-Jun-20,12-Jun-20,3,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,MTC ,10063000,PAKISTAN LONG GRAIN MILLED WHITE RICE IRRI-6 25PCT BROKEN GRADE III FZAMI BRAND CROP 2019 PACKING DATE 04/2020 EXPIRY DATE 04/2022 PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,FZAMI,NA,3,501600,500000,500000,1,19538408,170000,18051858,36,,USD,kg,10197200,0,0,0,10197200,0,35,0,0,USD,106
2020MSA7484451,MSA,1,14-Mar-20,19-Mar-20,21-Mar-20,7,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,MTC ,10063000,PAKISTAN LONG GRAIN MILLED WHITE RICE IRRI-6 25PERCENT BROKEN GRADE III CROP 2019 PACKING DATE 01/2020  EX PIRY DATE 01/2022 PACKED IN 50KGS NET IN NEW P.P BAGS EACH BAG TWT 120GRAMS,UNKNOWN,NA,3,501200,500000,500000,1,18888152,170000,17450993,35,,USD,kg,10197200,0,0,0,10197200,0,35,0,0,USD,103
2020MSA7484452,MSA,1,14-Mar-20,20-Mar-20,24-Mar-20,10,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,AWD ,10063000,PAKISTAN LONG GRAIN WHITE MILLED BIRYANI RICE SILKY SORTEXED 5PERCENT BROKEN GRADE I FZAMI BRAND CROP 2019 PACKING DATE 01/2020  EXPIRY 01/2022 PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,FZAMI,NA,1,451440,450000,450000,1,17923214,162000,16629770,37,,USD,kg,9177480,0,0,0,9177480,0,35,0,0,USD,103
2020MSA7541347,MSA,1,02-Jun-20,09-Jun-20,10-Jun-20,8,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,MTC ,10063000,PAKISTAN LONG GRAIN MILLED WHITE RICE IRRI-6 25PERCENT BROKEN GRADE III CROP 2019 PACKING DATE 04/2020 EXPIRY DATE 04/2022 PACKING PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,UNKNOWN,NA,3,501560,500000,500000,1,19696096,170000,18197395,36,,USD,kg,10197200,0,0,0,10197200,0,35,0,0,USD,107
2020MSA7546717,MSA,1,09-Jun-20,10-Jun-20,12-Jun-20,3,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,MTC ,10063000,PAKISTAN LONG GRAIN MILLED WHITE RICE IRRI-6 25PERCENT BROKEN GRADE III CROP 2019 PACKING DATE 04/2020 EXPIRY DATE 04/2022 PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS ,UNKNOWN,NA,3,501600,500000,500000,1,19538408,170000,18051858,36,,USD,kg,10197200,0,0,0,10197200,0,35,0,0,USD,106
2020MSA7490719,MSA,3,23-Mar-20,26-Mar-20,26-Mar-20,3,C400,P000633979I    ,NAUSHAD TRADING COMPANY LTD,P051099824J    ,GOLDEN FREIGHT SERVICES,AWAMI AGRO COMMODITIES,,PK ,PK ,MTC ,10063000,PAKISTAN LONG GRAIN WHITE RICE 50KG GRADE II BRAND KABEER/CHANDNI,KABEER,NA,2,26104,26000,26000,1,1367600,12220,1285544,49,,USD,kg,530254,0,0,0,530254,0,35,0,0,USD,105
2020MSA7498819,MSA,1,03-Apr-20,15-Apr-20,16-Apr-20,13,C400,P051619154Q    ,STAPLE FOODS COMMODITIES LIMITED,P051434973L    ,MACA TRADING COMPANY LIMITED,STAPLE FOODS PVT LTD,,PK ,PK ,RLC ,10063000,10X20FT CNERS CONTAINING 10800 BAGS OF LONG GRAIN IRRI-6 WHITE RICE 25PCT BROKEN SILKY POLISHED COLOR SORTED GRADE 3 (PART IDF),UNKNOWN,NA,3,270864,270000,270000,1,9967242,86400,9090550,34,,USD,kg,5506488,0,0,0,5506488,0,35,0,0,USD,105
2020MSA7529236,MSA,1,15-May-20,19-May-20,19-May-20,4,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,MTC ,10063000,PAKISTAN LONG GRAIN MILLED WHITE RICE IRRI-6 25PERCENT BROKEN GRADE III CROP 2019 PACKING DATE 04/2020 EXPIRY DATE 04/2022 PACKING PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,UNKNOWN,NA,3,501600,500000,500000,1,19524056,170000,18038496,36,,USD,kg,10197200,0,0,0,10197200,0,35,0,0,USD,106
2020MSA7430455,MSA,1,09-Jan-20,13-Jan-20,13-Jan-20,4,C400,P051666383W    ,DPM AGRITRADE LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,KANGORE TRADERS,,PK ,PK ,MIT ,10063000,16 X 20 PAKISTAN LONG GRAIN RICE GRADE-1,UNKNOWN,NA,1,417581,416000,416000,1,15565107,145600,14714161,35,,USD,kg,8484070,0,0,0,8484070,0,35,0,0,USD,101
2020MSA7430487,MSA,1,09-Jan-20,14-Jan-20,14-Jan-20,5,C400,P051666383W    ,DPM AGRITRADE LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,KANGORE TRADERS,,PK ,PK ,MIT ,10063000,5 X 20 PAKISTAN LONG GRAIN RICE GRADE -1,UNKNOWN,NA,1,130546,130000,130000,1,4865991,45500,4598175,35,,USD,kg,2651272,0,0,0,2651272,0,35,0,0,USD,101
2020MSA7448544,MSA,1,30-Jan-20,10-Feb-20,10-Feb-20,11,C400,P051619154Q    ,STAPLE FOODS COMMODITIES LIMITED,P051434973L    ,MACA TRADING COMPANY LIMITED,STAPLE FOODS PVT LTD,,PK ,PK ,RLC ,10063000,13X20FT CNERS CONTAINING 14040 BAGS OF LONG GRAIN IRRI-6 WHITE RICE 25PCT BROKEN SILKY POLISHED COLOR SORTED GRADE 3 (PART IDF),UNKNOWN,NA,3,352123,351000,351000,1,12434073,112320,11339299,32,,USD,kg,7158434,0,0,0,7158434,0,35,0,0,USD,101
2020MSA7467051,MSA,1,22-Feb-20,26-Feb-20,28-Feb-20,6,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,AWD ,10063000,PAKISTAN LONG GRAIN WHITE MILLED BIRYANI RICE SILKY SORTEXED 5PERCENT BROKEN GRADE I FZAMI BRAND CROP 2019 PACKING DATE 12/2019 EXPIRY 12/2021 PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,FZAMI,NA,1,376200,375000,375000,1,16989581,158250,15932515,42,,USD,kg,7647900,0,0,0,7647900,0,35,0,0,USD,101
2020MSA7478505,MSA,1,08-Mar-20,10-Mar-20,11-Mar-20,3,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,MTC ,10063000,PAKISTAN LONG GRAIN WHITE MILLED BIRYANI RICE SILK Y SORTEXED 5PERCENT BROKEN GRADE I FZAMI BRAND CROP 2019 PACKING DATE 01/2020 EXPIRY 01/2022 PACKED IN  25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,FZAMI,NA,1,501600,500000,500000,1,22743450,211000,21328386,43,,USD,kg,10197200,0,0,0,10197200,0,35,0,0,USD,101
2020MSA7489896,MSA,1,21-Mar-20,30-Mar-20,31-Mar-20,10,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,AWD ,10063000,PAKISTAN LONG GRAIN WHITE MILLED BIRYANI RICE SILKY SORTEXED 5PERCENT BROKEN GRADE I FZAMI BRAND CROP 2019 PACKING DATE 01/2020 EXPIRY 01/2022 PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT  80GRAMS,FZAMI,NA,1,501600,500000,500000,1,19890044,180000,18454770,37,,USD,kg,10197200,0,0,0,10197200,0,35,0,0,USD,103
2020MSA7551577,MSA,1,13-Jun-20,17-Jun-20,18-Jun-20,5,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051125889M    ,KEIHIN MARITIME SERVICES LIMITED,R B INTERNATIONAL,,PK ,PK ,MTC ,10063000,PAKISTAN LONG GRAIN WHITE MILLED BIRYANI RICE SILKY SORTEXED 5PERCENT BROKEN GRADE I FZAMI BRAND CROP 2019 PACKING DATE 05/2020 EXPIRY 05/2022 PACKED IN 25KGS NET IN NEW P.P BAGS EACH BAG TWT 80GRAMS,FZAMI,NA,1,351120,350000,350000,1,17765085,157500,16724516,48,,USD,kg,7138040,0,0,0,7138040,0,35,0,0,USD,106
2020MSA7430480,MSA,1,09-Jan-20,14-Jan-20,14-Jan-20,5,C400,P051666383W    ,DPM AGRITRADE LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,KANGORE TRADERS,,PK ,PK ,MIT ,10063000,10 X 20 PAKISTAN LONG GRAIN RICE GRADE- 3 ,UNKNOWN,NA,3,260832,260000,260000,1,9206475,85800,8670845,33,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,101
2020MSA7504646,MSA,1,14-Apr-20,20-Apr-20,22-Apr-20,8,C400,P051841115Q    ,STD INTERNATIONAL ÿLIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,M/S PN ENTERPRISES,,PK ,PK ,POR ,10063000,10 X 20 PAKISTAN LONG GRAIN WHITE RICE GRADE-III ,UNKNOWN,NA,3,270864,270000,270000,1,10355750,91800,9740301,36,,USD,kg,5506488,0,0,0,5506488,0,35,0,0,USD,106
2020MSA7555840,MSA,1,18-Jun-20,18-Jun-20,19-Jun-20,1,C400,P051858083A    ,DAMRO IMPEX LIMITED,P051400996H    ,ACCESS AFRICA LOGISTICS LIMITED,M/S KANGORE TRADERS,,PK ,PK ,MIT ,10063000,5 X 20 PAKISTANI LONG GRAIN RICE GRADE I,UNKNOWN,NA,1,130416,130000,130000,1,5346241,46800,4989100,38,,USD,kg,2651272,0,0,0,2651272,0,35,0,0,USD,107
2020ICD220942,ICD,3,20-Jul-20,22-Jul-20,27-Jul-20,7,C400,P051415332W    ,HONDA MOTORCYCLE KENYA LIMITED,P051147558I    ,INTRASPEED ARCPRO KENYA LIMITED,PT YUASA BATTERY INDONESIA ,,ID ,ID ,ICD ,85071000,YB5L-B (DC)  YUASA BRAND MOTORCYCLE BATTERIES.,YUASA,,MOTORCYCLE,724,724,450,2,432681,3897,419154,931,,USD,u ,108170,0,143193,0,347755,0,25,14,0,USD,108
2020ICD226302,ICD,4,11-Aug-20,11-Aug-20,11-Aug-20,0,C400,P051207140T    ,CAPTAIN MOTORCYCLE MANUFACTURING COMPANY,P051161622G    ,LOW SEA INTERNATIONAL AGENCIES LIMITED,DONGTUO HK MOTORCYCLE PARTS CO LTD,,CN ,CN ,ICD ,85071000,1X40 STC 2500 PCS MOTORCYCLE BATTERY,UNKNOWN,,MOTORCYCLE,5565,5565,2500,2,606112,5150,556727,223,,USD,u ,151528,0,222652,0,620245,397593,25,14,0,USD,108
2020ICD232288,ICD,4,04-Sep-20,11-Sep-20,12-Sep-20,8,C400,P051149964Z    ,AEXCEL AUTO SPARES LIMITED,P000613672W    ,KUEHNE+NAGEL LIMITED,VOLKAN GLOBAL PTE LTD,,SG ,ID ,ICD ,85071000,VOLKAN MF BATTERY N170,VOLKAN,,UNKNOWN,5195,4970,120,41,1089321,9413,1019631,8497,,USD,u ,272330,0,11250,0,27322,0,25,14,0,EUR,128
2020ICD236434,ICD,3,21-Sep-20,21-Sep-20,22-Sep-20,1,C400,P051632847I    ,SONLINK KENYA COMPANY LIMITED,P051161622G    ,LOW SEA INTERNATIONAL AGENCIES LIMITED,JIANGMEN TENGHUI TRADING CO LTD,,CN ,CN ,ICD ,85071000,1X20 STC 1500 PCS MOTORCYCLE BATTERY,UNKNOWN,,MOTORCYCLE,3950,3950,1500,3,544561,4738,514031,343,,USD,u ,136140,0,76567,0,185949,0,25,14,0,USD,109
2020MSA7596036,MSA,15,01-Aug-20,01-Aug-20,01-Aug-20,0,C400,P051694830J    ,SAFARI LINE CARGO LIMITED,P051558304G    ,NELINE SHIPPING AND LOGISTIC ENTERPRISES,PACIFIC INTERNATIONAL TRADERS,,CN ,CN ,MTS ,85071000,AUTOMOBILE BATTERY,UNKNOWN,,UNKNOWN,400,400,100,4,234620,2100,227052,2271,,USD,u ,58655,0,71941,0,174714,0,25,14,0,USD,108
2020MSA7598771,MSA,6,04-Aug-20,04-Aug-20,04-Aug-20,0,C400,P051754296V    ,WAYEL ENTERPRISES LIMITED,P051188989Z    ,RUMAN LOGISTICS,ZHEJIANG QIFAN SUPPLY CHAIN MANAGEMENT C,,CN ,CN ,MTS ,85071000,MOTORCYCLE SPARE PARTS BATTERY,UNKNOWN,,MOTORCYCLE,1900,1900,800,2,411091,3650,393496,492,,USD,u ,102773,0,23561,0,57219,0,25,14,0,USD,108
2020ICD220622,ICD,21,20-Jul-20,20-Jul-20,24-Jul-20,4,C400,P051425265H    ,UHTOPS ENTERPRISES LIMITED,P051161622G    ,LOW SEA INTERNATIONAL AGENCIES LIMITED,DONGTUO HK MOTORCYCLE PARTS CO LTD,,CN ,CN ,ICD ,85071000,1X40 STC 1000 PCS  MOTORCYCLE BATTERY,UNKNOWN,,MOTORCYCLE,2820,2820,1000,3,290454,2520,271047,271,,USD,u ,72614,0,85840,0,208468,0,25,14,0,USD,108
2020ICD222305,ICD,3,27-Jul-20,28-Jul-20,28-Jul-20,1,C400,P051207140T    ,CAPTAIN MOTORCYCLE MANUFACTURING COMPANY,P051161622G    ,LOW SEA INTERNATIONAL AGENCIES LIMITED,DONGTUO HK MOTORCYCLE PARTS CO LTD,,CN ,CN ,ICD ,85071000,1X40 STC 2000 PCS  MOTORCYCLE BATTERY,UNKNOWN,,MOTORCYCLE,5587,5587,2000,3,490513,4200,451744,226,,USD,u ,122628,0,283378,0,688204,0,25,14,0,USD,108
2020ICD239315,ICD,7,30-Sep-20,30-Sep-20,30-Sep-20,0,C400,P051207140T    ,CAPTAIN MOTORCYCLE MANUFACTURING COMPANY,P051161622G    ,LOW SEA INTERNATIONAL AGENCIES LIMITED,DONGTUO HK,,CN ,CN ,ICD ,85071000,1X40 STC 1000 PCS MOTORCYCLE BATTERY,UNKNOWN,,MOTORCYCLE,2418,2418,1000,2,391111,3392,368265,368,,USD,u ,97778,0,114296,0,318397,204101,25,14,0,USD,109
2020ICD244307,ICD,4,21-Oct-20,21-Oct-20,21-Oct-20,0,C400,P051207140T    ,CAPTAIN MOTORCYCLE MANUFACTURING COMPANY,P051161622G    ,LOW SEA INTERNATIONAL AGENCIES LIMITED,DONGTUO HK MOTORCYCLE PARTS CO LTD,,CN ,CN ,ICD ,85071000,1X40 STC 2000 PCS MOTORCYCLE BATTERY,UNKNOWN,,MOTORCYCLE,4804,4804,2000,2,681502,5990,651247,326,,USD,u ,170375,0,79855,0,193933,0,25,14,0,USD,109
2020ICD258713,ICD,8,21-Dec-20,21-Dec-20,21-Dec-20,0,C400,P051425265H    ,UHTOPS ENTERPRISES LIMITED,P051161622G    ,LOW SEA INTERNATIONAL AGENCIES LIMITED,DONGTUO HK MOTORCYCLE PARTS CO LTD,,CN ,CN ,ICD ,85071000,1X40 STC 1000 PCS MOTORCYCLE BATTERY,UNKNOWN,,MOTORCYCLE,2330,2330,1000,2,281657,2400,267795,268,,USD,u ,70414,0,16390,0,39804,0,25,14,0,USD,109
2020MSA7690016,MSA,2,27-Nov-20,02-Dec-20,07-Dec-20,10,C400,P051426902Z    ,SCANIA EAST AFRICA LIMITED,P051102805G    ,SPEDAG INTERFREIGHT KENYA LIMITED,SCANIA LATIN AMERICA ON BEHALF OF SCANIA,,BR ,BR ,RLC ,85071000,BATTERY 180 AH LOW MAINTENAN,UNKNOWN,,UNKNOWN,593,593,4,148,34564,304,33286,8321,,USD,u ,8641,0,44460,0,107974,0,25,14,0,USD,109
2020MSA7701776,MSA,14,14-Dec-20,14-Dec-20,14-Dec-20,0,C400,P051207140T    ,CAPTAIN MOTORCYCLE MANUFACTURING COMPANY,P051161622G    ,LOW SEA INTERNATIONAL AGENCIES LIMITED,GUANGZHOU DAYUNMOTORCYCLE CO LTD,,CN ,CN ,CCF ,85071000,2X40 STC 1000 PCS TRICYCLE BATTERY,UNKNOWN,,MOTORCYCLE,8286,8286,1000,8,838836,7120,791472,791,,USD,u ,209709,0,129467,0,314420,0,25,14,0,USD,112
2020MSA7706289,MSA,1,19-Dec-20,21-Dec-20,31-Dec-20,12,C400,P051426902Z    ,SCANIA EAST AFRICA LIMITED,P051102805G    ,SPEDAG INTERFREIGHT KENYA LIMITED,SCANIA LATIN AMERICA,,BR ,BR ,RLC ,85071000,NEW PARTS FOR SCANIA TRUCK TRACTOR P360A6X4HZ - BATTERY 140 AH LOW MAINTENANCE ,UNKNOWN,,UNKNOWN,119,119,2,60,40897,354,39500,19750,,USD,u ,10224,0,47728,0,115911,0,25,14,0,USD,112
2020ICD238481,ICD,3,28-Sep-20,28-Sep-20,28-Sep-20,0,C400,P051207140T    ,CAPTAIN MOTORCYCLE MANUFACTURING COMPANY,P051161622G    ,LOW SEA INTERNATIONAL AGENCIES LIMITED,HOME GENERAL TRADE LTD,,CN ,CN ,ICD ,85071000,1X40 STC 1000 PCS MOTORCYCLE BATTERY,UNKNOWN,,MOTORCYCLE,2870,2870,1000,3,905150,7850,852265,852,,USD,u ,226288,0,84319,0,204774,0,25,14,0,USD,109
2020MSA7577562,MSA,8,11-Jul-20,11-Jul-20,11-Jul-20,0,C400,P051786870A    ,SCALEFAST LOGISTICS LIMITED,P051558304G    ,NELINE SHIPPING AND LOGISTIC ENTERPRISES,HECA INTERNATIONAL TRADE CO LTD,,CN ,CN ,MTS ,85071000,AUTOBATTERY,UNKNOWN,,UNKNOWN,2500,2500,260,10,429164,3890,415319,1597,,USD,u ,107291,0,8932,0,21692,0,25,14,0,USD,108
2020MSA7622626,MSA,2,28-Aug-20,28-Aug-20,28-Aug-20,0,C400,P051694830J    ,SAFARI LINE CARGO LIMITED,P051558304G    ,NELINE SHIPPING AND LOGISTIC ENTERPRISES,PACIFIC INTERNATIONAL TRADERS,,CN ,CN ,MTS ,85071000,AUTOMOTIVE BATTERY,UNKNOWN,,MV,2000,2000,200,10,534019,4800,518922,2595,,USD,u ,133505,0,119124,0,289302,0,25,14,0,USD,108
2020MSA7695727,MSA,7,05-Dec-20,05-Dec-20,05-Dec-20,0,C400,P051786870A    ,SCALEFAST LOGISTICS LIMITED,P051558304G    ,NELINE SHIPPING AND LOGISTIC ENTERPRISES,GUANGZHOU FUYU TRADING LIMITED,,CN ,CN ,MTS ,85071000,AUTO BATTERY,UNKNOWN,,UNKNOWN,2500,2500,522,5,462651,4032,443862,850,,USD,u ,115663,0,87708,0,213004,0,25,14,0,USD,111
2020MSA7706786,MSA,6,21-Dec-20,21-Dec-20,21-Dec-20,0,C400,P051786870A    ,SCALEFAST LOGISTICS LIMITED,P051188989Z    ,RUMAN LOGISTICS,GUANGZHOU FUYU TRADING LIMITED,,CN ,CN ,MTS ,85071000,AUTO BATTERY,UNKNOWN,,UNKNOWN,3600,3600,548,7,361395,3120,348133,635,,USD,u ,90349,0,2462,0,5980,0,25,14,0,USD,112
2020MSA7707552,MSA,4,22-Dec-20,22-Dec-20,06-Jan-21,15,C400,P051386305A    ,INTERWAYS WORKS LIMITED,P051301271O    ,WORLD DOMAIN LIMITED,QINGDAO ASTRALSOLAR INTERNATIONAL TRADIN,,CN ,CN ,CB2 ,85071000,BATTERY,UNKNOWN,,UNKNOWN,30,30,2,15,14071,105,11726,5863,,USD,u ,3518,0,78573,0,190820,0,25,14,0,USD,107
2020ICD224067,ICD,23,03-Aug-20,03-Aug-20,04-Aug-20,1,C400,P051425265H    ,UHTOPS ENTERPRISES LIMITED,P051161622G    ,LOW SEA INTERNATIONAL AGENCIES LIMITED,DONGTUO HK MOTORCYCLE PARTS CO LTD,,CN ,CN ,ICD ,85071000,1X40 STC 1000 PCS MOTORCYCLE BATTERY,UNKNOWN,,MOTORCYCLE,2540,2540,1000,3,256893,2200,237864,238,,USD,u ,64223,0,37464,0,90984,0,25,14,0,EUR,127
